0,1,2,3,4,5,6,7
0.0007841758934232769,3.244468946022803e-09,1.4617116332733478e-12,5.370340447275592e-12,7.20108041445033e-24,-1.8250827272975904e-16,1.3211344038790973e-23,0.0
0.0008530699047912694,1.7395475488728513e-09,1.738182110836662e-12,1.0009675123370122e-12,-5.743751203020304e-25,-3.5947692770978744e-17,1.188833610195599e-24,0.0
0.0010885288049709858,3.006927311985593e-09,5.1361596703808886e-12,5.5474425758000395e-12,2.68966476272061e-23,2.5622119077089503e-16,1.238561666118118e-23,0.0
0.0007302849665624153,1.998956664089944e-12,1.2560497339674634e-14,9.37589600362243e-15,1.0163023305931578e-28,1.2067546642770178e-20,4.8779432585917356e-30,0.0
0.00094436040809411,1.5059196766470413e-09,1.5290379875470206e-13,1.0775986089610721e-12,2.267098213088307e-25,1.3875279523672722e-17,3.740794290056085e-25,0.0
0.0007291752157750097,3.779469413283111e-12,1.6144856368164762e-15,3.1338129410089927e-15,6.104873711053301e-30,5.5539744802109884e-21,-3.5240221163995946e-30,0.0
0.0009250539117552678,1.6990077149164456e-09,3.0479800994223586e-13,9.972770700113077e-13,-1.0664413428915151e-25,3.3377783694752365e-17,5.393903791508146e-25,0.0
0.0007275250117282611,1.3854135716196037e-12,2.018957692045028e-14,1.7101550342706278e-14,3.043082113102967e-28,1.1953307936265994e-20,-9.152113193259607e-29,0.0
0.000754863871335102,4.74372070847734e-09,6.823042513976501e-12,2.3054650651586706e-12,-4.0985654094508514e-24,-1.4736470211495791e-16,8.173793093380233e-24,0.0
0.0007080558901099911,1.505285131839183e-13,2.0331326759115156e-15,1.0913329826663814e-15,-4.801351970835263e-31,4.189310534044375e-22,1.5530961029841353e-30,0.0
0.0007875959340337118,6.988102303095468e-12,9.86545802280173e-13,9.372593377295545e-13,-8.8652610239761e-25,-2.321141759064559e-18,-1.6227846831779782e-25,0.0
0.0007159717590564671,6.080478253725011e-12,4.503386518879593e-15,1.1495777286150273e-14,-8.108221494391358e-29,-2.5974703049945047e-20,-1.6346876165246676e-29,0.0
0.0010596597377568761,2.5341568612457566e-08,3.7160440321479874e-11,8.489620754469852e-12,-1.4515213166454044e-22,-1.270253235634196e-15,-4.084747519440732e-23,0.0
0.0007114823052068954,3.104436764600614e-12,7.518090922201121e-15,2.3074929679218708e-15,3.612851359578028e-30,-1.4261018119046968e-21,-8.905999927945766e-30,0.0
0.0007970881452137779,9.146092870243074e-10,1.9750785071675657e-12,1.0498931559755128e-12,-1.2812770718008042e-24,3.157108266461504e-17,8.025156863621536e-25,0.0
0.0007176902332057038,2.8549017759263034e-13,3.681789586136708e-15,1.8598843642667808e-15,3.079292503870063e-30,-2.5884719620290224e-22,3.768995227148831e-30,0.0
0.0008250949415571506,2.498286828862341e-10,1.2421345305144588e-12,3.441921893360125e-12,-3.5412615936056065e-24,5.007048490240934e-18,-6.173212997446891e-24,0.0
